go_id	go_name	go_domain	tax_id	annotation_type	size	gene_ids	gene_symbols
GO:0000001	mitochondrion inheritance	biological_process	352472	inferred	1	8627152	DDB_G0289465
GO:0000002	mitochondrial genome maintenance	biological_process	352472	inferred	5	8620254|8621067|8621262|8626511|8629436	msh1|mgm101|rimA|DDB_G0288209|DDB_G0293828
GO:0000009	alpha-1,6-mannosyltransferase activity	molecular_function	352472	inferred	3	8616193|8618657|8622770	alg12|alg2|DDB_G0280891
GO:0000010	heptaprenyl diphosphate synthase activity	molecular_function	352472	inferred	1	8622490	coq1
GO:0000012	single strand break repair	biological_process	352472	inferred	5	8618634|8620111|8621917|8628862|8628891	DDB_G0272839|xrcc1|adprt1B|lig4|adprt2
GO:0000014	single-stranded DNA endodeoxyribonuclease activity	molecular_function	352472	inferred	5	8616022|8624590|8626186|8628852|8629281	ercc1|ercc4|DDB_G0287551|rad50|mre11
GO:0000015	phosphopyruvate hydratase complex	cellular_component	352472	inferred	2	8616467|8623917	enoB|enoA
GO:0000018	regulation of DNA recombination	biological_process	352472	inferred	4	8616111|8625064|8627563|8628852	repD|H1|DDB_G0290275|rad50
GO:0000019	regulation of mitotic recombination	biological_process	352472	inferred	2	8616111|8628852	repD|rad50
GO:0000022	mitotic spindle elongation	biological_process	352472	inferred	3	8618327|8622464|8624482	gskA|DDB_G0280249|DDB_G0284219
GO:0000026	alpha-1,2-mannosyltransferase activity	molecular_function	352472	inferred	4	8622004|8624600|8628115|8628523	alg9|pigB|smp3|alg11
GO:0000027	ribosomal large subunit assembly	biological_process	352472	inferred	9	8615941|8618581|8619511|8620042|8620508|8621634|8621918|8626376|8628566	DDB_G0267572|DDB_G0272686|rrs1|mdn1|mrt4|rpl5|DDB_G0279205|bxdc2|bxdc1
GO:0000028	ribosomal small subunit assembly	biological_process	352472	inferred	11	8617280|8617674|8621143|8621922|8624685|8625175|8625196|8625439|8626714|8628221|8629301	DDB_G0269830|rpsA|rps27|rps19|pwp2|rps15|rps28|rps5|DDB_G0288609|rps14|esf2
GO:0000030	mannosyltransferase activity	molecular_function	352472	inferred	12	8616193|8616481|8618657|8620059|8622004|8622243|8622770|8624600|8625407|8628115|8628523|8629013	alg12|alg3|alg2|DDB_G0275853|alg9|DDB_G0279825|DDB_G0280891|pigB|alg1|smp3|alg11|DDB_G0293170
GO:0000033	alpha-1,3-mannosyltransferase activity	molecular_function	352472	inferred	3	8616481|8618657|8622243	alg3|alg2|DDB_G0279825
GO:0000034	adenine deaminase activity	molecular_function	352472	inferred	1	8626101	ada
GO:0000035	acyl binding	molecular_function	352472	inferred	2	8625757|8628372	DDB_G0286679|ndufab1
GO:0000036	acyl carrier activity	molecular_function	352472	inferred	2	8625757|8628372	DDB_G0286679|ndufab1
GO:0000038	very long-chain fatty acid metabolic process	biological_process	352472	inferred	13	8617636|8617670|8617671|8618269|8619550|8621090|8621341|8621553|8622315|8622316|8623273|8628941|8629134	gpsn2|DDB_G0270312|DDB_G0271066|DDB_G0272012|DDB_G0274669|DDB_G0277569|DDB_G0278113|DDB_G0278683|abcD3|abcD1|sre1|eloA|abcD2
